,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
26955,c-6,c-9,c-4,1607,NW,MHT,DTW,609,N
26956,c-12,c-20,c-2,1000,WN,LAX,MCI,1363,Y
26957,c-1,c-15,c-7,725,WN,JAX,BNA,484,N
26958,c-3,c-6,c-7,646,AA,TUL,DFW,237,N
26959,c-10,c-21,c-6,942,WN,BWI,IND,515,N
26960,c-3,c-23,c-3,1845,XE,MSP,CLE,622,N
26961,c-11,c-26,c-7,1445,FL,RSW,ATL,515,N
26962,c-2,c-25,c-6,645,OH,OMA,CVG,614,N
26963,c-12,c-18,c-1,1343,UA,DSM,ORD,299,N
26964,c-3,c-13,c-7,615,NW,BWI,DTW,408,N
26965,c-4,c-2,c-6,617,AA,SJC,ORD,1829,N
26966,c-3,c-19,c-6,1219,AA,DFW,AUS,190,N
26967,c-8,c-14,c-7,600,EV,MCN,ATL,79,N
26968,c-10,c-14,c-5,1451,MQ,ORD,DSM,299,N
26969,c-3,c-14,c-2,1127,OO,SLC,BZN,347,Y
26970,c-6,c-3,c-5,1346,NW,DTW,IAH,1076,Y
26971,c-2,c-6,c-7,1140,XE,IAH,MAF,429,N
26972,c-11,c-17,c-4,2143,TZ,MDW,DEN,895,N
26973,c-12,c-17,c-6,1152,AA,ATL,DFW,732,Y
26974,c-5,c-3,c-2,947,TZ,MDW,LGA,725,N
26975,c-8,c-18,c-4,1323,NW,DTW,IAH,1076,N
26976,c-8,c-18,c-4,1920,US,CLT,BOS,728,N
26977,c-2,c-8,c-2,1500,DL,ATL,EWR,745,N
26978,c-10,c-16,c-7,1030,WN,LAS,BHM,1618,N
26979,c-9,c-12,c-1,1311,OO,LAX,SGU,348,N
26980,c-6,c-2,c-5,700,WN,PVD,PHL,238,N
26981,c-7,c-15,c-6,1622,UA,JAC,DEN,406,N
26982,c-5,c-23,c-1,1000,NW,MSN,DTW,312,N
26983,c-7,c-12,c-2,1805,OH,MSY,CVG,700,N
26984,c-7,c-7,c-4,1525,XE,IAH,XNA,438,N
26985,c-5,c-13,c-5,1757,XE,IAH,CRP,201,Y
26986,c-12,c-1,c-4,2005,WN,SJC,BUR,296,N
26987,c-6,c-10,c-6,1617,NW,ATL,DTW,594,N
26988,c-2,c-2,c-4,639,AS,PDX,SJC,569,N
26989,c-1,c-27,c-4,1901,MQ,LGA,CMH,478,Y
26990,c-8,c-9,c-3,1856,FL,ATL,MDW,590,N
26991,c-4,c-4,c-2,2115,DL,ATL,PBI,545,N
26992,c-5,c-5,c-5,651,AA,DFW,DTW,987,N
26993,c-5,c-9,c-1,1820,AA,TUL,DFW,237,N
26994,c-5,c-27,c-6,752,US,CLT,PHL,448,N
26995,c-8,c-23,c-3,2025,OH,ATL,AVP,714,Y
26996,c-8,c-27,c-6,1818,AS,LAX,SEA,954,N
26997,c-1,c-16,c-7,1557,MQ,SDF,ORD,286,N
26998,c-9,c-23,c-5,2012,NW,MEM,LAS,1416,Y
26999,c-6,c-1,c-3,748,AA,IAH,DFW,224,N
27000,c-4,c-7,c-4,1853,OO,CLD,LAX,86,N
27001,c-10,c-5,c-3,642,AA,DFW,STL,551,N
27002,c-11,c-4,c-5,1230,B6,MCO,JFK,944,N
27003,c-4,c-28,c-5,1419,AA,MIA,LAX,2342,N
27004,c-4,c-10,c-1,1952,DL,MCO,BOS,1121,N
27005,c-11,c-17,c-4,1355,WN,LAS,ONT,197,N
27006,c-1,c-5,c-3,1903,AA,DFW,BNA,631,Y
27007,c-8,c-11,c-5,1804,WN,SLC,PDX,630,N
27008,c-2,c-19,c-7,1432,YV,CHS,IAD,441,N
27009,c-1,c-15,c-7,735,NW,IND,LAX,1814,N
27010,c-2,c-11,c-5,952,AA,RDU,DFW,1062,N
27011,c-11,c-9,c-4,1117,FL,ATL,HOU,696,N
27012,c-7,c-15,c-5,925,OH,CVG,JFK,589,N
27013,c-9,c-4,c-1,1021,OO,DEN,DSM,589,Y
27014,c-5,c-25,c-4,1852,OO,MEM,ORD,491,Y
27015,c-12,c-27,c-2,757,MQ,GRK,DFW,134,N
27016,c-2,c-16,c-3,1045,MQ,IAD,ORD,589,N
27017,c-8,c-8,c-1,1112,EV,AGS,ATL,143,Y
27018,c-3,c-5,c-7,1552,MQ,DFW,ACT,89,N
27019,c-5,c-16,c-1,832,CO,SNA,IAH,1347,N
27020,c-4,c-26,c-3,700,NW,MSN,DTW,312,N
27021,c-10,c-18,c-2,830,WN,HOU,DAL,239,N
27022,c-12,c-31,c-7,1450,YV,ICT,PHX,870,N
27023,c-5,c-26,c-4,1217,NW,DTW,IND,231,N
27024,c-5,c-28,c-7,830,WN,STL,MDW,251,N
27025,c-1,c-29,c-7,1140,OH,JFK,SDF,662,N
27026,c-7,c-31,c-1,1619,WN,ALB,BWI,288,Y
27027,c-12,c-29,c-4,1030,OH,SGF,CVG,491,N
27028,c-7,c-21,c-4,1205,UA,LAX,JFK,2475,Y
27029,c-3,c-14,c-1,843,NW,BIL,MSP,748,N
27030,c-3,c-11,c-5,1250,WN,ONT,SJC,333,N
27031,c-11,c-10,c-4,557,CO,AUS,IAH,140,N
27032,c-10,c-21,c-6,1422,MQ,BWI,JFK,184,Y
27033,c-5,c-22,c-1,613,OO,PSC,DEN,853,N
27034,c-12,c-29,c-4,729,US,PHL,PBI,951,N
27035,c-1,c-26,c-4,637,OO,MTJ,DEN,197,N
27036,c-10,c-26,c-3,626,F9,AUS,DEN,775,N
27037,c-2,c-3,c-4,1223,B6,JFK,LAS,2248,N
27038,c-1,c-19,c-3,2144,UA,DEN,IND,977,Y
27039,c-12,c-20,c-2,2130,US,CLT,MYR,156,Y
27040,c-10,c-31,c-2,706,AA,BNA,LGA,764,N
27041,c-12,c-12,c-1,1055,NW,LAX,IND,1814,Y
27042,c-3,c-22,c-3,700,YV,SAV,CLT,213,N
27043,c-6,c-7,c-2,728,AA,MIA,DFW,1121,N
27044,c-12,c-7,c-3,1612,NW,JAN,MEM,189,N
27045,c-1,c-17,c-2,1744,DL,ATL,LEX,303,N
27046,c-1,c-19,c-3,804,HP,IND,PHX,1489,N
27047,c-12,c-25,c-1,816,DL,SLC,ATL,1589,N
27048,c-12,c-20,c-3,605,EV,VPS,ATL,264,N
27049,c-11,c-25,c-5,1709,B6,JFK,LGB,2465,N
27050,c-4,c-29,c-6,711,AA,SJC,SNA,342,N
27051,c-9,c-12,c-2,958,OH,CVG,DEN,1069,Y
27052,c-5,c-22,c-1,758,DL,PBI,ATL,545,N
27053,c-11,c-30,c-4,2002,OO,OKC,DEN,495,Y
27054,c-12,c-13,c-2,1954,AA,DFW,STL,551,N
27055,c-8,c-13,c-7,651,AA,IAD,DFW,1172,N
27056,c-6,c-7,c-2,1946,WN,MCO,MDW,989,Y
27057,c-11,c-28,c-1,2017,FL,MSY,ATL,425,Y
27058,c-4,c-8,c-5,1020,WN,ONT,SMF,389,N
27059,c-12,c-6,c-2,738,XE,IAH,MOB,427,N
27060,c-6,c-23,c-5,1309,XE,IAH,CRP,201,N
27061,c-5,c-20,c-6,812,AS,ORD,SEA,1721,N
27062,c-3,c-6,c-1,933,UA,SJU,ORD,2072,Y
27063,c-3,c-13,c-1,2028,WN,LAS,LAX,236,N
27064,c-12,c-10,c-6,1655,EV,ATL,AGS,143,N
27065,c-8,c-1,c-1,913,XE,EWR,SAV,708,N
27066,c-11,c-17,c-5,749,OO,BZN,SLC,347,N
27067,c-8,c-21,c-7,1228,HA,OGG,HNL,100,N
27068,c-11,c-27,c-7,1200,UA,TPA,ORD,1012,N
27069,c-10,c-18,c-3,1657,UA,PHL,ORD,678,N
27070,c-5,c-18,c-4,1700,OH,JFK,ORF,289,N
27071,c-3,c-5,c-7,827,MQ,ORD,GRB,174,N
27072,c-8,c-31,c-4,2359,OO,ORD,LAN,179,Y
27073,c-8,c-24,c-4,1120,YV,CLT,IAD,321,N
27074,c-5,c-30,c-2,1142,OO,BHM,ORD,584,Y
27075,c-11,c-12,c-7,1714,MQ,MKE,DFW,853,N
27076,c-9,c-21,c-3,1435,WN,PDX,SMF,479,N
27077,c-5,c-6,c-6,750,FL,ATL,MSY,425,N
27078,c-8,c-1,c-1,1129,FL,ATL,LAS,1747,N
27079,c-9,c-25,c-7,1048,AA,DFW,JFK,1391,N
27080,c-10,c-1,c-7,2001,DL,ATL,DEN,1199,N
27081,c-5,c-15,c-7,940,EV,ATL,SHV,552,N
27082,c-5,c-31,c-2,1550,WN,TUS,LAX,451,Y
27083,c-11,c-6,c-1,2050,WN,MDW,IND,162,N
27084,c-2,c-8,c-2,625,OH,JAX,LGA,834,N
27085,c-6,c-23,c-4,1043,NW,MSO,MSP,1013,N
27086,c-11,c-25,c-5,1103,OO,DEN,BZN,525,N
27087,c-10,c-26,c-4,1559,AA,ORD,SAN,1723,N
27088,c-2,c-21,c-2,1330,B6,JFK,AUS,1522,N
27089,c-4,c-7,c-5,756,AA,JFK,LAX,2475,N
27090,c-9,c-15,c-4,1251,HP,LAS,PHX,256,N
27091,c-12,c-3,c-6,1424,MQ,DFW,MAF,309,N
27092,c-2,c-6,c-7,758,AA,IAD,DFW,1172,N
27093,c-1,c-10,c-2,1524,CO,BOS,EWR,200,N
27094,c-11,c-1,c-2,1223,NW,DTW,MCI,629,N
27095,c-6,c-12,c-7,1530,OH,LGA,RDU,431,N
27096,c-3,c-7,c-2,726,OO,PDX,SLC,630,N
27097,c-4,c-3,c-7,1118,DL,LAX,ATL,1946,N
27098,c-4,c-27,c-3,633,UA,ORD,DEN,888,N
27099,c-6,c-4,c-6,1359,AA,JFK,MIA,1090,N
27100,c-3,c-6,c-1,1257,YV,PHX,TUS,110,N
27101,c-5,c-5,c-4,911,NW,MSP,FSD,197,N
27102,c-6,c-18,c-6,700,OO,FCA,SLC,532,N
27103,c-6,c-20,c-1,1203,UA,MHT,ORD,843,N
27104,c-2,c-25,c-5,2145,FL,ATL,BUF,712,Y
27105,c-3,c-29,c-2,1707,NW,GRR,MCO,1023,Y
27106,c-8,c-12,c-6,705,UA,DEN,LAS,629,N
27107,c-3,c-12,c-6,708,DL,JFK,SLC,1989,N
27108,c-11,c-11,c-5,1337,NW,DTW,BNA,457,N
27109,c-8,c-20,c-6,2015,UA,DEN,SAT,794,Y
27110,c-11,c-28,c-1,808,NW,IND,RSW,946,N
27111,c-4,c-2,c-7,1201,UA,ORD,LAS,1515,N
27112,c-5,c-15,c-1,2145,YV,IAD,GSP,383,N
27113,c-1,c-4,c-2,2032,US,PIT,SEA,2125,N
27114,c-1,c-17,c-2,1941,OO,SLC,DEN,391,Y
27115,c-6,c-5,c-1,1407,XE,MHT,CLE,544,N
27116,c-7,c-2,c-7,1045,EV,GTR,ATL,241,N
27117,c-7,c-4,c-1,1136,AA,DFW,ABQ,569,N
27118,c-1,c-21,c-6,757,US,TPA,PHL,920,N
27119,c-4,c-25,c-2,1102,B6,AUS,BOS,1698,N
27120,c-3,c-5,c-6,923,DL,SFO,SLC,599,N
27121,c-4,c-19,c-2,1815,FL,ATL,IND,432,N
27122,c-11,c-18,c-5,1726,OO,SAN,LAX,109,N
27123,c-8,c-13,c-6,2115,OH,CVG,FWA,136,Y
27124,c-5,c-30,c-2,1056,XE,EWR,IND,644,Y
27125,c-12,c-23,c-6,2240,US,PHX,SJC,621,Y
27126,c-10,c-29,c-7,1501,CO,DFW,EWR,1372,Y
27127,c-7,c-10,c-7,610,CO,DTW,IAH,1076,N
27128,c-2,c-24,c-4,1323,XE,EWR,PVD,160,Y
27129,c-10,c-7,c-6,1228,B6,JFK,RIC,288,N
27130,c-10,c-8,c-7,829,WN,LAX,OAK,337,N
27131,c-1,c-3,c-1,1943,DL,CLE,ATL,554,N
27132,c-8,c-8,c-1,2040,FL,DFW,LAS,1055,Y
27133,c-7,c-15,c-5,2156,HP,DFW,LAS,1055,N
27134,c-11,c-30,c-3,1736,CO,MSY,IAH,305,N
27135,c-7,c-23,c-7,655,XE,LFT,IAH,201,N
27136,c-9,c-28,c-4,1432,AA,DFW,CLT,936,N
27137,c-1,c-15,c-6,1100,WN,HOU,DAL,239,N
27138,c-4,c-25,c-2,855,OH,BOS,DCA,399,N
27139,c-5,c-3,c-3,1311,XE,HSV,IAH,595,Y
27140,c-6,c-2,c-4,2310,EV,CVG,MDT,429,N
27141,c-11,c-11,c-5,1015,OH,ORF,MCO,655,N
27142,c-12,c-12,c-2,616,DL,JAX,ATL,270,N
27143,c-6,c-20,c-2,1937,WN,RDU,TPA,587,Y
27144,c-7,c-10,c-7,635,WN,MCO,BNA,616,N
27145,c-9,c-6,c-2,2320,TZ,HNL,LAS,2762,N
27146,c-4,c-8,c-5,1458,CO,FLL,IAH,965,N
27147,c-4,c-26,c-3,1829,MQ,LAX,LAS,236,N
27148,c-9,c-22,c-4,828,US,FLL,PHL,992,N
27149,c-12,c-2,c-5,1642,FL,ATL,TPA,406,N
27150,c-7,c-24,c-1,2134,MQ,ORD,GRR,137,N
27151,c-8,c-29,c-2,1932,US,PHX,LAS,256,N
27152,c-5,c-31,c-2,1551,FL,ATL,MCO,403,N
27153,c-11,c-11,c-5,1856,AA,DFW,ORD,802,N
27154,c-12,c-20,c-3,1803,WN,MCO,STL,880,Y
27155,c-8,c-31,c-4,1540,FL,FNT,ATL,644,Y
27156,c-1,c-11,c-2,1545,AS,SEA,LAX,954,N
27157,c-10,c-17,c-2,2148,WN,LAS,SAN,258,Y
27158,c-12,c-5,c-1,1430,WN,BNA,BWI,588,N
27159,c-10,c-11,c-3,712,DL,CHS,ATL,259,N
27160,c-1,c-25,c-3,849,NW,MEM,LGA,963,N
27161,c-5,c-12,c-4,935,DL,ATL,PHL,665,N
27162,c-3,c-12,c-7,1612,US,CLT,MYR,156,N
27163,c-2,c-11,c-5,745,WN,HOU,CRP,187,N
27164,c-9,c-10,c-6,1830,CO,IAH,TUL,429,N
27165,c-12,c-27,c-3,855,WN,PHX,SEA,1107,N
27166,c-10,c-14,c-5,1135,XE,RDU,IAH,1043,N
27167,c-11,c-8,c-3,1313,DL,ATL,BOS,946,N
27168,c-8,c-16,c-3,1151,DL,ATL,ORD,606,N
27169,c-8,c-10,c-3,1305,XE,SDF,CLE,304,N
27170,c-5,c-27,c-5,1905,OO,LAX,OXR,49,N
27171,c-1,c-22,c-7,1127,YV,PHX,EUG,952,N
27172,c-3,c-17,c-4,943,NW,MSP,TUS,1298,N
27173,c-9,c-1,c-5,1009,WN,HOU,OAK,1642,N
27174,c-11,c-30,c-4,832,F9,DEN,SFO,967,N
27175,c-10,c-26,c-4,556,AA,PHL,DFW,1302,N
27176,c-7,c-27,c-4,1254,AA,LAX,DEN,862,N
27177,c-11,c-26,c-7,1607,AA,LAX,DFW,1235,Y
27178,c-11,c-1,c-3,1502,WN,MDW,IAD,577,N
27179,c-2,c-11,c-6,1915,OO,DEN,TYS,1162,N
27180,c-3,c-16,c-4,656,DL,IAD,SLC,1827,N
27181,c-7,c-14,c-5,1313,WN,STL,SDF,254,N
27182,c-2,c-16,c-4,1314,FL,ATL,BWI,576,N
27183,c-2,c-13,c-1,930,EV,GSP,ATL,153,N
27184,c-12,c-27,c-3,1129,DL,SLC,SAN,626,N
27185,c-9,c-25,c-1,807,EV,ATL,CLE,554,N
27186,c-4,c-19,c-3,857,US,SMF,PHX,647,N
27187,c-4,c-5,c-2,1654,NW,DTW,RDU,501,N
27188,c-12,c-26,c-2,1803,AA,DFW,BNA,631,Y
27189,c-3,c-2,c-3,1227,MQ,HPN,ORD,738,N
27190,c-11,c-24,c-5,1656,AS,OAK,SEA,671,N
27191,c-4,c-20,c-4,1355,EV,ATL,MGM,147,N
27192,c-12,c-29,c-5,1833,MQ,ORD,CMI,135,N
27193,c-1,c-5,c-3,1155,XE,EWR,CMH,462,N
27194,c-7,c-12,c-2,1704,AA,ORD,DEN,888,N
27195,c-5,c-14,c-7,1344,US,PHL,ORF,211,N
27196,c-7,c-6,c-4,1829,US,ONT,PHX,325,N
27197,c-7,c-19,c-3,1454,DL,ATL,OKC,761,N
27198,c-11,c-21,c-2,747,OO,OKC,ORD,693,N
27199,c-2,c-20,c-1,1013,OO,ORD,MKE,67,N
27200,c-6,c-24,c-6,1345,EV,MDW,ATL,590,Y
27201,c-4,c-20,c-3,2157,AA,JFK,LAX,2475,Y
27202,c-6,c-26,c-1,600,OH,SAT,CVG,1024,N
27203,c-5,c-15,c-1,1304,XE,JAX,IAH,817,N
27204,c-12,c-7,c-4,836,OO,DSM,ORD,299,N
27205,c-11,c-2,c-3,1334,UA,LAS,SFO,414,N
27206,c-4,c-25,c-2,1815,DL,ATL,SJU,1547,N
27207,c-6,c-3,c-5,655,B6,JFK,BUR,2465,N
27208,c-7,c-26,c-2,1046,MQ,GSO,DFW,999,N
27209,c-4,c-11,c-2,1910,WN,MDW,BUF,468,N
27210,c-7,c-7,c-4,1801,AA,SFO,LAX,337,Y
27211,c-3,c-22,c-3,1353,AA,HNL,SFO,2398,N
27212,c-4,c-24,c-7,1628,WN,AUS,MAF,294,N
27213,c-2,c-10,c-5,1614,MQ,RDU,LGA,431,N
27214,c-7,c-14,c-5,703,WN,SAN,BWI,2295,N
27215,c-8,c-13,c-7,1009,AA,LAX,STL,1593,N
27216,c-4,c-1,c-5,530,EV,STL,ATL,483,N
27217,c-3,c-19,c-7,1314,OO,SLC,MSO,436,N
27218,c-6,c-6,c-1,1300,NW,DTW,SDF,306,Y
27219,c-8,c-20,c-7,1224,WN,SNA,SMF,404,N
27220,c-2,c-9,c-3,915,WN,RNO,LAX,390,N
27221,c-6,c-28,c-2,1946,US,RDU,CLT,130,Y
27222,c-11,c-9,c-4,1043,UA,ORD,SJC,1829,Y
27223,c-5,c-21,c-7,644,F9,GEG,DEN,836,N
27224,c-10,c-24,c-1,1815,DL,MCO,ATL,403,N
27225,c-5,c-30,c-2,1331,B6,LGB,LAS,231,N
27226,c-3,c-20,c-1,1517,UA,SEA,ORD,1721,Y
27227,c-6,c-9,c-5,1311,UA,ICT,DEN,419,N
27228,c-9,c-25,c-1,824,WN,SEA,SJC,697,N
27229,c-6,c-27,c-2,1611,OO,GEG,DEN,836,N
27230,c-1,c-20,c-4,1807,UA,DEN,OAK,957,Y
27231,c-7,c-24,c-1,1617,MQ,LGA,CLE,418,N
27232,c-12,c-18,c-7,650,MQ,LSE,ORD,215,N
27233,c-10,c-30,c-7,805,DH,IAD,LAS,2066,N
27234,c-3,c-23,c-3,2118,OO,IAH,SJT,321,N
27235,c-1,c-26,c-4,855,WN,HOU,LAX,1390,N
27236,c-9,c-21,c-4,1800,OO,LAX,SNA,36,N
27237,c-8,c-23,c-3,1928,WN,PHX,MDW,1444,N
27238,c-4,c-17,c-7,1305,NW,ATL,MEM,332,N
27239,c-1,c-24,c-2,1351,FL,LGA,ATL,761,N
27240,c-5,c-9,c-1,942,XE,IAH,ICT,542,N
27241,c-4,c-20,c-4,1022,AA,SAN,ORD,1723,N
27242,c-9,c-6,c-2,2046,DL,SLC,DEN,391,N
27243,c-4,c-21,c-5,652,US,DCA,PHX,1979,N
27244,c-12,c-6,c-3,650,CO,DCA,EWR,199,N
27245,c-12,c-15,c-5,1549,CO,IAH,OKC,395,Y
27246,c-10,c-9,c-1,1225,B6,SAN,JFK,2446,N
27247,c-4,c-29,c-6,1659,MQ,PNS,DFW,604,N
27248,c-3,c-3,c-4,1335,NW,DTW,BUF,240,N
27249,c-3,c-1,c-3,1040,XE,IAH,RDU,1043,N
27250,c-9,c-22,c-4,1917,UA,DEN,STL,770,N
27251,c-4,c-23,c-6,734,AA,DFW,BNA,631,N
27252,c-12,c-24,c-7,1931,NW,DTW,JAX,814,N
27253,c-5,c-22,c-1,2052,F9,DEN,BNA,1013,Y
27254,c-4,c-14,c-4,1554,MQ,BOS,RDU,612,N
27255,c-1,c-27,c-4,1755,WN,BWI,FLL,925,N
27256,c-10,c-16,c-1,1134,AA,SEA,DFW,1660,N
27257,c-12,c-16,c-5,1805,WN,DAL,ELP,562,Y
27258,c-3,c-31,c-4,702,CO,EWR,MIA,1086,N
27259,c-6,c-17,c-6,1930,WN,BWI,PVD,328,N
27260,c-9,c-9,c-5,2020,WN,LAS,SAN,258,Y
27261,c-5,c-8,c-1,2249,FL,ATL,PHF,508,N
27262,c-4,c-3,c-1,1329,WN,PHL,MHT,290,Y
27263,c-5,c-1,c-1,1935,OH,PHL,ATL,665,N
27264,c-8,c-24,c-3,1021,UA,LAX,MSY,1671,N
27265,c-7,c-6,c-3,1230,MQ,TYS,DFW,772,N
27266,c-4,c-5,c-2,700,WN,MSY,BWI,998,N
27267,c-5,c-23,c-2,1014,US,PHX,SLC,507,N
27268,c-9,c-19,c-1,2115,NW,DTW,LGA,501,N
27269,c-10,c-17,c-1,646,AA,DFW,DTW,987,N
27270,c-8,c-13,c-7,2100,YV,ORD,BNA,409,N
27271,c-7,c-9,c-7,843,NW,MEM,SEA,1870,N
27272,c-10,c-2,c-7,1446,DL,ATL,MCO,403,N
27273,c-12,c-8,c-4,1227,UA,DEN,EWR,1605,N
27274,c-6,c-19,c-7,1940,WN,BHM,TPA,460,N
27275,c-3,c-25,c-6,1947,US,PHL,ORD,678,N
27276,c-8,c-12,c-6,3,US,OGG,LAS,2695,N
27277,c-1,c-3,c-1,1056,MQ,JFK,BOS,187,N
27278,c-6,c-14,c-2,1314,NW,HNL,SEA,2677,N
27279,c-9,c-6,c-2,1647,AA,AUS,DFW,190,N
27280,c-11,c-21,c-2,1421,NW,MEM,LGA,963,N
27281,c-7,c-30,c-7,1405,NW,ABQ,MSP,981,N
27282,c-9,c-6,c-3,2320,UA,LAX,ORD,1745,N
27283,c-3,c-21,c-2,1745,MQ,ORD,SGF,438,N
27284,c-11,c-22,c-2,755,US,DCA,LGA,214,N
27285,c-6,c-18,c-7,2030,WN,RSW,MDW,1105,N
27286,c-3,c-11,c-6,2024,UA,ORD,DSM,299,N
27287,c-1,c-25,c-2,753,EV,CVG,MEM,403,N
27288,c-6,c-8,c-4,907,DL,ATL,TPA,406,N
27289,c-6,c-8,c-4,2110,AS,SMF,SEA,605,N
27290,c-2,c-20,c-7,950,HP,LAX,LAS,236,N
27291,c-6,c-1,c-3,2012,UA,SFO,SNA,372,N
27292,c-3,c-22,c-3,1124,MQ,RDU,LGA,431,N
27293,c-7,c-19,c-2,912,HP,PHX,ATL,1587,N
27294,c-10,c-28,c-6,1427,DL,SJU,ATL,1547,N
27295,c-4,c-9,c-7,1149,AS,DEN,SEA,1024,N
27296,c-12,c-28,c-3,1115,CO,AUS,IAH,140,N
27297,c-10,c-6,c-4,759,XE,ICT,IAH,542,N
27298,c-2,c-19,c-7,725,HA,HNL,LIH,102,N
27299,c-7,c-24,c-1,900,MQ,CLT,MIA,650,N
27300,c-6,c-24,c-5,2157,WN,PHX,SLC,507,Y
27301,c-7,c-16,c-7,1545,YV,IAD,PHL,134,N
27302,c-3,c-31,c-4,852,OO,FAT,SLC,501,N
27303,c-4,c-21,c-4,1551,CO,DCA,IAH,1208,N
27304,c-4,c-19,c-2,730,WN,PHX,MDW,1444,N
27305,c-3,c-31,c-4,1423,OO,FAT,VIS,36,N
27306,c-7,c-14,c-4,2115,XE,IAH,HRL,295,N
27307,c-9,c-9,c-6,949,FL,BWI,ATL,576,N
27308,c-4,c-20,c-3,1600,US,CLT,IAH,913,N
27309,c-10,c-22,c-7,1656,CO,LGA,IAH,1416,N
27310,c-3,c-17,c-4,732,CO,IAH,DEN,861,N
27311,c-8,c-3,c-3,1935,US,PVD,CLT,683,N
27312,c-11,c-29,c-3,810,OO,LAX,MOD,292,N
27313,c-1,c-10,c-1,1643,OO,SLC,OKC,866,N
27314,c-3,c-5,c-6,650,AA,PVD,DFW,1529,N
27315,c-12,c-8,c-4,944,OO,SLC,GJT,217,N
27316,c-2,c-25,c-6,2053,MQ,ORD,CMH,296,N
27317,c-8,c-2,c-2,1420,WN,MCI,MDW,405,N
27318,c-2,c-11,c-6,1317,DL,SAN,SLC,626,Y
27319,c-11,c-7,c-2,755,AA,DFW,STL,551,N
27320,c-12,c-27,c-3,1046,WN,RNO,LAS,345,Y
27321,c-7,c-27,c-4,653,CO,MSY,IAH,305,N
27322,c-11,c-2,c-4,1128,US,LAS,CLT,1916,N
27323,c-11,c-20,c-1,644,WN,ISP,MDW,765,N
27324,c-6,c-24,c-5,2049,B6,JFK,PHX,2153,Y
27325,c-11,c-8,c-3,908,UA,LAX,BOS,2611,N
27326,c-5,c-12,c-5,850,AA,ORD,LGA,733,N
27327,c-3,c-14,c-2,1352,OO,FAT,DEN,844,N
27328,c-3,c-30,c-4,1335,WN,MHT,BWI,377,N
27329,c-7,c-7,c-4,1055,EV,CVG,MOB,611,N
27330,c-11,c-18,c-6,1500,F9,SAN,DEN,853,N
27331,c-3,c-24,c-4,1250,OO,SLC,PDX,630,Y
27332,c-11,c-21,c-2,1909,UA,ORD,MHT,843,N
27333,c-10,c-14,c-5,1752,XE,RDU,CLE,416,N
27334,c-6,c-29,c-4,1000,MQ,DFW,MAF,309,Y
27335,c-9,c-24,c-6,1145,OH,CVG,CMI,205,N
27336,c-1,c-7,c-5,728,DL,BOS,LGA,185,N
27337,c-3,c-5,c-7,1034,YV,HDN,DEN,142,N
27338,c-12,c-16,c-5,1735,HP,IAH,PHX,1009,N
27339,c-9,c-21,c-3,904,AA,DEN,ORD,888,N
27340,c-5,c-11,c-3,755,OO,PDX,MFR,222,N
27341,c-7,c-31,c-1,738,XE,IAH,OKC,395,N
27342,c-7,c-17,c-7,1703,UA,ORD,SNA,1726,N
27343,c-1,c-10,c-1,625,XE,TUS,IAH,936,N
27344,c-4,c-25,c-1,1223,DL,ELP,ATL,1282,N
27345,c-9,c-24,c-6,1333,MQ,LAX,MRY,267,N
27346,c-5,c-18,c-3,2135,WN,MDW,DTW,229,N
27347,c-11,c-28,c-1,709,CO,AUS,IAH,140,N
27348,c-5,c-24,c-2,1900,OH,BNA,CVG,230,N
27349,c-11,c-7,c-1,1742,MQ,SJT,DFW,228,N
27350,c-6,c-12,c-1,656,US,SFO,LAS,414,N
27351,c-6,c-13,c-1,1739,B6,JFK,SJC,2569,N
27352,c-4,c-19,c-3,1000,EV,SLC,STL,1156,N
27353,c-5,c-3,c-2,1430,TZ,HNL,SFO,2398,N
27354,c-3,c-25,c-6,1958,DL,LGA,ATL,761,N
27355,c-8,c-4,c-5,2227,AA,DFW,SAT,247,N
27356,c-2,c-27,c-1,1347,AA,DFW,PHL,1302,Y
27357,c-8,c-7,c-1,1331,US,PHL,RDU,336,N
27358,c-1,c-19,c-4,1423,WN,MCO,PHL,861,N
27359,c-11,c-13,c-7,716,DL,JFK,SEA,2421,N
27360,c-11,c-4,c-6,1407,AA,MSP,DFW,852,N
27361,c-10,c-2,c-1,1514,DL,ATL,MSY,425,N
27362,c-3,c-6,c-7,1502,WN,MCO,STL,880,N
27363,c-4,c-20,c-3,744,MQ,ORD,HSV,510,N
27364,c-5,c-27,c-5,1335,WN,ISP,MCO,972,N
27365,c-12,c-20,c-2,1123,MQ,ORD,OMA,416,N
27366,c-4,c-6,c-3,1310,XE,IAH,BHM,562,N
27367,c-12,c-22,c-4,1254,HA,OGG,HNL,100,N
27368,c-12,c-17,c-7,1348,US,SJU,PHL,1576,N
27369,c-11,c-2,c-3,1133,NW,MSP,BIL,748,N
27370,c-11,c-20,c-1,1336,DL,ATL,MCI,692,N
27371,c-12,c-1,c-4,1923,CO,DCA,IAH,1208,N
27372,c-1,c-5,c-4,700,DL,LGA,ATL,761,N
27373,c-6,c-14,c-2,2040,MQ,MIA,RIC,826,N
27374,c-1,c-2,c-1,1532,F9,DEN,MSP,680,Y
27375,c-2,c-6,c-7,734,DL,PHL,ATL,665,N
